Algoritmo,Acertos,Erros,Porcentagem Acerto,Porcentagem Erro,,,,,,,
SGD,12,36,"0,25","0,75",,,,,,,
SGD,12,36,"0,25","0,75",,,,,,,
SGD,19,29,"0,3958333333","0,6041666667",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,10,38,"0,2083333333","0,7916666667",,,,,,,
SGD,13,35,"0,2708333333","0,7291666667",,,,,,,
SGD,19,29,"0,3958333333","0,6041666667",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,14,34,"0,2916666667","0,7083333333",,,,,,,
SGD,21,27,"0,4375","0,5625",,,,,,,
SGD,14,30,"0,3181818182","0,6818181818",,,,,,,
SGD,14,30,"0,3181818182","0,6818181818",,,,,,,
SGD,19,25,"0,4318181818","0,5681818182",,,,,,,
SGD,10,34,"0,2272727273","0,7727272727",,,,,,,
SGD,17,27,"0,3863636364","0,6136363636",,,,,,,
SGD,23,21,"0,5227272727","0,4772727273",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,13,31,"0,2954545455","0,7045454545",,,,,,,
SGD,12,32,"0,2727272727","0,7272727273",,,,,,,
SGD,11,33,"0,25","0,75",,,,,,,
SGD,16,28,"0,3636363636","0,6363636364",,,,,,,
SGD,13,31,"0,2954545455","0,7045454545",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,19,25,"0,4318181818","0,5681818182",,,,,,,
SGD,17,27,"0,3863636364","0,6136363636",,,,,,,
SGD,17,27,"0,3863636364","0,6136363636",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,21,23,"0,4772727273","0,5227272727",,,,,,,
SGD,17,27,"0,3863636364","0,6136363636",,,,,,,
SGD,13,31,"0,2954545455","0,7045454545",,,,,,,
SGD,14,30,"0,3181818182","0,6818181818",,,,,,,
SGD,18,26,"0,4090909091","0,5909090909",,,,,,,
SGD,13,31,"0,2954545455","0,7045454545",,,,,,,
SGD,12,32,"0,2727272727","0,7272727273",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,5,39,"0,1136363636","0,8863636364",,,,,,,
SGD,6,38,"0,1363636364","0,8636363636",,,,,,,
SGD,12,32,"0,2727272727","0,7272727273",,,,,,,
SGD,27,17,"0,6136363636","0,3863636364",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,12,32,"0,2727272727","0,7272727273",,,,,,,
SGD,22,22,"0,5","0,5",,,,,,,
SGD,13,31,"0,2954545455","0,7045454545",,,,,,,
SGD,18,26,"0,4090909091","0,5909090909",,,,,,,
SGD,18,26,"0,4090909091","0,5909090909",,,,,,,
SGD,13,31,"0,2954545455","0,7045454545",,,,,,,
SGD,19,25,"0,4318181818","0,5681818182",,,,,,,
SGD,14,30,"0,3181818182","0,6818181818",,,,,,,
SGD,16,28,"0,3636363636","0,6363636364",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,12,32,"0,2727272727","0,7272727273",,,,,,,
SGD,10,34,"0,2272727273","0,7727272727",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,11,33,"0,25","0,75",,,,,,,
SGD,11,33,"0,25","0,75",,,,,,,
SGD,11,33,"0,25","0,75",,,,,,,
SGD,22,22,"0,5","0,5",,,,,,,
SGD,15,29,"0,3409090909","0,6590909091",,,,,,,
SGD,20,24,"0,4545454545","0,5454545455",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,11,28,"0,2820512821","0,7179487179",,,,,,,
SGD,9,30,"0,2307692308","0,7692307692",,,,,,,
SGD,9,30,"0,2307692308","0,7692307692",,,,,,,
SGD,16,23,"0,4102564103","0,5897435897",,,,,,,
SGD,14,25,"0,358974359","0,641025641",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,20,19,"0,5128205128","0,4871794872",,,,,,,
SGD,10,29,"0,2564102564","0,7435897436",,,,,,,
SGD,17,22,"0,4358974359","0,5641025641",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,10,29,"0,2564102564","0,7435897436",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,15,24,"0,3846153846","0,6153846154",,,,,,,
SGD,19,20,"0,4871794872","0,5128205128",,,,,,,
SGD,14,25,"0,358974359","0,641025641",,,,,,,
SGD,15,24,"0,3846153846","0,6153846154",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,16,23,"0,4102564103","0,5897435897",,,,,,,
SGD,11,28,"0,2820512821","0,7179487179",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,7,32,"0,1794871795","0,8205128205",,,,,,,
SGD,10,29,"0,2564102564","0,7435897436",,,,,,,
SGD,19,20,"0,4871794872","0,5128205128",,,,,,,
SGD,15,24,"0,3846153846","0,6153846154",,,,,,,
SGD,11,28,"0,2820512821","0,7179487179",,,,,,,
SGD,18,21,"0,4615384615","0,5384615385",,,,,,,
SGD,17,22,"0,4358974359","0,5641025641",,,,,,,
SGD,16,23,"0,4102564103","0,5897435897",,,,,,,
SGD,10,29,"0,2564102564","0,7435897436",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,10,29,"0,2564102564","0,7435897436",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,19,20,"0,4871794872","0,5128205128",,,,,,,
SGD,17,22,"0,4358974359","0,5641025641",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,10,29,"0,2564102564","0,7435897436",,,,,,,
SGD,11,28,"0,2820512821","0,7179487179",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,14,25,"0,358974359","0,641025641",,,,,,,
SGD,9,30,"0,2307692308","0,7692307692",,,,,,,
SGD,5,34,"0,1282051282","0,8717948718",,,,,,,
SGD,12,27,"0,3076923077","0,6923076923",,,,,,,
SGD,13,26,"0,3333333333","0,6666666667",,,,,,,
SGD,11,28,"0,2820512821","0,7179487179",,,,,,,
SGD,17,22,"0,4358974359","0,5641025641",,,,,,,
SGD,16,23,"0,4102564103","0,5897435897",,,,,,,
